Player_Name,Player_Team,Batting_average,Game_Num,Plate_Appearance,At_Bat,Run,Hit,two_Base,three_Base,Home_Run,Total_Base,Runs_Batted_In,Sacrifice_Bunts,Sacrifice_Fly,Four_Ball,IBB,Hit_by_Pitch,Strike_Out,Double_out,Slugging,On_Base_Percentage,Onbase_Plus_Slug,Multi_Hit,Scoring_Position_AVG,Pinch_Hit_AVG
최재훈,한화,0.257,116,348,280,34,72,10,0,4,94,37,8,6,33,0,21,58,10,0.336,0.371,0.707,14,0.25,1.0
최정,SSG,0.291,129,550,468,93,136,27,2,37,278,107,0,7,55,1,20,114,10,0.594,0.384,0.978,39,0.284,0.0
최정용,KIA,0.182,6,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0.182,0.25,0.432,0,0.0,0.0
최정원,NC,0.282,65,155,131,33,37,5,0,1,45,14,1,2,17,0,4,34,1,0.344,0.377,0.721,9,0.273,0.25
최주환,키움,0.257,130,544,482,49,124,23,1,13,188,84,0,9,47,2,6,92,12,0.39,0.325,0.715,36,0.308,0.0
최준우,SSG,0.24,18,34,25,2,6,2,0,0,8,5,0,0,9,0,0,8,0,0.32,0.441,0.761,1,0.25,0.0
최지훈,SSG,0.275,125,543,483,89,133,22,7,11,202,49,6,2,50,0,2,71,5,0.418,0.345,0.763,39,0.245,0.2
최항,롯데,0.25,72,143,132,17,33,3,1,0,38,12,0,0,10,0,1,32,3,0.288,0.308,0.596,7,0.239,0.286
최형우,KIA,0.28,116,487,425,67,119,23,2,22,212,109,0,5,52,4,5,86,5,0.499,0.361,0.86,34,0.331,0.4
추신수,SSG,0.281,78,302,253,40,71,14,1,5,102,37,2,6,37,0,4,68,2,0.403,0.373,0.776,20,0.286,0.125
카디네스,삼성,0.333,7,25,24,2,8,2,0,2,16,5,0,0,1,0,0,6,1,0.667,0.36,1.027,3,0.429,0.0
페라자,한화,0.275,122,522,455,75,125,24,0,24,221,70,0,2,63,5,2,129,6,0.486,0.364,0.85,34,0.308,0.286
하재훈,SSG,0.248,107,317,290,40,72,19,0,10,121,36,2,5,18,0,2,90,5,0.417,0.292,0.709,18,0.177,0.0
하주석,한화,0.292,64,151,137,16,40,9,1,1,54,11,2,0,10,0,2,33,1,0.394,0.349,0.743,8,0.286,0.385
한동희,롯데,0.257,14,36,35,1,9,2,0,0,11,3,0,0,1,1,0,9,1,0.314,0.278,0.592,1,0.182,0.333
한석현,NC,0.247,40,76,73,10,18,4,1,0,24,3,0,0,2,0,1,22,2,0.329,0.276,0.605,6,0.063,0.333
한승택,KIA,0.273,20,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0.273,0.467,0.74,0,0.25,0.5
한유섬,SSG,0.235,132,523,464,64,109,29,0,24,210,87,1,3,46,3,9,142,2,0.453,0.314,0.767,28,0.26,0.167
한재환,NC,0.222,7,9,9,1,2,1,0,0,3,1,0,0,0,0,0,3,0,0.333,0.222,0.555,0,0.0,0.0
한준수,KIA,0.307,115,316,287,39,88,22,0,7,131,41,0,6,21,1,2,48,7,0.456,0.351,0.807,16,0.267,0.313
함창건,LG,0.143,15,17,14,3,2,0,0,0,2,0,1,0,2,0,0,3,1,0.143,0.25,0.393,0,0.0,0.333
허경민,두산,0.309,115,477,417,69,129,28,0,7,178,61,0,6,36,0,18,25,8,0.427,0.384,0.811,38,0.296,0.5
허도환,LG,0.138,59,105,80,10,11,2,0,0,13,11,5,1,9,0,10,26,4,0.163,0.3,0.463,2,0.269,0.0
홍성호,두산,0.286,15,15,14,0,4,2,0,0,6,1,0,0,1,0,0,7,0,0.429,0.333,0.762,0,0.167,0.2
홍종표,KIA,0.295,100,115,105,27,31,4,3,0,41,11,3,0,6,0,1,31,0,0.39,0.339,0.729,5,0.303,0.286
홍창기,LG,0.336,139,637,524,96,176,18,3,5,215,73,1,4,96,3,12,93,8,0.41,0.447,0.857,51,0.389,1.0
홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0,3,0,0,7,0,0.333,0.333,0.666,0,1.0,0.0
황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0.429,0.286,0.715,1,0.333,0.0
황성빈,롯데,0.32,125,406,366,94,117,15,8,4,160,26,6,1,31,0,2,56,3,0.437,0.375,0.812,32,0.333,0.375
황영묵,한화,0.301,123,389,349,52,105,8,4,3,130,35,3,1,31,0,5,56,6,0.372,0.365,0.737,27,0.326,0.143
황재균,KT,0.26,137,536,493,60,128,22,0,13,189,58,5,2,34,0,2,95,16,0.383,0.309,0.692,34,0.238,0.2
